age,male,female,all,city,district
75+,563,603,1166,Adana,Feke
18-24,348,329,677,Ankara,Çamlıdere
25-29,229,180,409,Ankara,Çamlıdere
30-34,226,132,358,Ankara,Çamlıdere
35-39,210,152,362,Ankara,Çamlıdere
40-44,238,199,437,Ankara,Çamlıdere
45-49,231,206,437,Ankara,Çamlıdere
50-54,300,268,568,Ankara,Çamlıdere
55-59,307,290,597,Ankara,Çamlıdere
60-64,313,307,620,Ankara,Çamlıdere
65-69,268,354,622,Ankara,Çamlıdere
70-74,253,264,517,Ankara,Çamlıdere
75+,368,589,957,Ankara,Çamlıdere
18-24,7018,7032,14050,Kocaeli,Çayırova
25-29,5604,5937,11541,Kocaeli,Çayırova
30-34,6482,6353,12835,Kocaeli,Çayırova
35-39,6693,6129,12822,Kocaeli,Çayırova
40-44,5380,4802,10182,Kocaeli,Çayırova
45-49,4232,3750,7982,Kocaeli,Çayırova
50-54,3361,3002,6363,Kocaeli,Çayırova
55-59,2388,2198,4586,Kocaeli,Çayırova
60-64,1577,1608,3185,Kocaeli,Çayırova
65-69,913,1015,1928,Kocaeli,Çayırova
70-74,504,674,1178,Kocaeli,Çayırova
75+,588,976,1564,Kocaeli,Çayırova
18-24,6235,6163,12398,Muğla,Milas
25-29,4818,4624,9442,Muğla,Milas
30-34,4964,4934,9898,Muğla,Milas
35-39,5324,5071,10395,Muğla,Milas
40-44,5076,4765,9841,Muğla,Milas
45-49,4928,4869,9797,Muğla,Milas
50-54,5121,4934,10055,Muğla,Milas
55-59,4869,4647,9516,Muğla,Milas
60-64,4139,3949,8088,Muğla,Milas
65-69,3058,3156,6214,Muğla,Milas
70-74,2260,2391,4651,Muğla,Milas
75+,3445,4414,7859,Muğla,Milas
18-24,1316,1409,2725,Tekirdağ,Hayrabolu
25-29,1104,919,2023,Tekirdağ,Hayrabolu
30-34,1085,905,1990,Tekirdağ,Hayrabolu
35-39,1089,920,2009,Tekirdağ,Hayrabolu
40-44,973,896,1869,Tekirdağ,Hayrabolu
45-49,1070,1066,2136,Tekirdağ,Hayrabolu
50-54,1188,1180,2368,Tekirdağ,Hayrabolu
55-59,1273,1246,2519,Tekirdağ,Hayrabolu
60-64,1084,1154,2238,Tekirdağ,Hayrabolu
65-69,854,927,1781,Tekirdağ,Hayrabolu
70-74,611,701,1312,Tekirdağ,Hayrabolu
75+,908,1265,2173,Tekirdağ,Hayrabolu
18-24,1194,1086,2280,Ordu,Akkuş
25-29,645,486,1131,Ordu,Akkuş
30-34,592,461,1053,Ordu,Akkuş
35-39,650,547,1197,Ordu,Akkuş
40-44,641,523,1164,Ordu,Akkuş
45-49,662,573,1235,Ordu,Akkuş
50-54,721,639,1360,Ordu,Akkuş
55-59,771,777,1548,Ordu,Akkuş
60-64,922,911,1833,Ordu,Akkuş
65-69,717,833,1550,Ordu,Akkuş
70-74,572,646,1218,Ordu,Akkuş
75+,889,1151,2040,Ordu,Akkuş
18-24,380,318,698,Kırşehir,Akpınar
25-29,218,168,386,Kırşehir,Akpınar
30-34,212,140,352,Kırşehir,Akpınar
35-39,222,177,399,Kırşehir,Akpınar
40-44,194,194,388,Kırşehir,Akpınar
45-49,233,211,444,Kırşehir,Akpınar
50-54,274,294,568,Kırşehir,Akpınar
55-59,340,315,655,Kırşehir,Akpınar
60-64,272,346,618,Kırşehir,Akpınar
65-69,212,285,497,Kırşehir,Akpınar
70-74,160,227,387,Kırşehir,Akpınar
75+,204,359,563,Kırşehir,Akpınar
18-24,985,1014,1999,Trabzon,Beşikdüzü
25-29,620,574,1194,Trabzon,Beşikdüzü
30-34,544,585,1129,Trabzon,Beşikdüzü
35-39,626,643,1269,Trabzon,Beşikdüzü
40-44,574,659,1233,Trabzon,Beşikdüzü
45-49,687,728,1415,Trabzon,Beşikdüzü
50-54,786,828,1614,Trabzon,Beşikdüzü
55-59,855,792,1647,Trabzon,Beşikdüzü
60-64,717,789,1506,Trabzon,Beşikdüzü
65-69,514,567,1081,Trabzon,Beşikdüzü
70-74,329,482,811,Trabzon,Beşikdüzü
75+,732,1241,1973,Trabzon,Beşikdüzü
18-24,4891,5664,10555,Hatay,Reyhanlı
25-29,3145,3160,6305,Hatay,Reyhanlı
30-34,3301,3108,6409,Hatay,Reyhanlı
35-39,3084,2992,6076,Hatay,Reyhanlı
40-44,2526,2578,5104,Hatay,Reyhanlı
45-49,2260,2303,4563,Hatay,Reyhanlı
50-54,2174,2081,4255,Hatay,Reyhanlı
55-59,1706,1797,3503,Hatay,Reyhanlı
60-64,1367,1460,2827,Hatay,Reyhanlı
65-69,909,1069,1978,Hatay,Reyhanlı
70-74,517,705,1222,Hatay,Reyhanlı
75+,733,1111,1844,Hatay,Reyhanlı
18-24,3508,3431,6939,Edirne,Keşan
25-29,2710,2593,5303,Edirne,Keşan
30-34,2894,2776,5670,Edirne,Keşan
35-39,2977,2986,5963,Edirne,Keşan
40-44,2925,2832,5757,Edirne,Keşan
45-49,2732,2784,5516,Edirne,Keşan
50-54,2852,2911,5763,Edirne,Keşan
55-59,2796,2901,5697,Edirne,Keşan
60-64,2451,2533,4984,Edirne,Keşan
65-69,2009,2099,4108,Edirne,Keşan
70-74,1299,1530,2829,Edirne,Keşan
75+,1599,2408,4007,Edirne,Keşan
18-24,2064,1960,4024,Sivas,Yıldızeli
25-29,1205,949,2154,Sivas,Yıldızeli
30-34,1024,907,1931,Sivas,Yıldızeli
35-39,1123,978,2101,Sivas,Yıldızeli
40-44,912,921,1833,Sivas,Yıldızeli
45-49,860,908,1768,Sivas,Yıldızeli
50-54,985,948,1933,Sivas,Yıldızeli
55-59,964,954,1918,Sivas,Yıldızeli
60-64,949,919,1868,Sivas,Yıldızeli
65-69,746,860,1606,Sivas,Yıldızeli
70-74,621,690,1311,Sivas,Yıldızeli
75+,794,971,1765,Sivas,Yıldızeli
18-24,1809,1964,3773,Manisa,Demirci
25-29,905,954,1859,Manisa,Demirci
30-34,1008,1034,2042,Manisa,Demirci
35-39,1145,1229,2374,Manisa,Demirci
40-44,1331,1318,2649,Manisa,Demirci
45-49,1426,1474,2900,Manisa,Demirci
50-54,1374,1435,2809,Manisa,Demirci
55-59,1377,1488,2865,Manisa,Demirci
60-64,1203,1313,2516,Manisa,Demirci
65-69,1020,1154,2174,Manisa,Demirci
70-74,730,810,1540,Manisa,Demirci
75+,1222,1543,2765,Manisa,Demirci
18-24,1494,1497,2991,Ankara,Şereflikoçhisar
25-29,1013,910,1923,Ankara,Şereflikoçhisar
30-34,1049,1055,2104,Ankara,Şereflikoçhisar
35-39,1177,1096,2273,Ankara,Şereflikoçhisar
40-44,1127,947,2074,Ankara,Şereflikoçhisar
45-49,1004,1009,2013,Ankara,Şereflikoçhisar
50-54,1046,1097,2143,Ankara,Şereflikoçhisar
55-59,1066,1085,2151,Ankara,Şereflikoçhisar
60-64,903,1014,1917,Ankara,Şereflikoçhisar
65-69,843,964,1807,Ankara,Şereflikoçhisar
70-74,537,756,1293,Ankara,Şereflikoçhisar
75+,740,1163,1903,Ankara,Şereflikoçhisar
18-24,21243,21815,43058,İstanbul,Sultanbeyli
25-29,15869,15018,30887,İstanbul,Sultanbeyli
30-34,15048,13939,28987,İstanbul,Sultanbeyli
35-39,14902,13666,28568,İstanbul,Sultanbeyli
40-44,11691,10230,21921,İstanbul,Sultanbeyli
45-49,9496,8509,18005,İstanbul,Sultanbeyli
50-54,7656,6988,14644,İstanbul,Sultanbeyli
55-59,5809,5029,10838,İstanbul,Sultanbeyli
60-64,3686,3472,7158,İstanbul,Sultanbeyli
65-69,1912,2146,4058,İstanbul,Sultanbeyli
70-74,1066,1396,2462,İstanbul,Sultanbeyli
75+,1233,2122,3355,İstanbul,Sultanbeyli
18-24,385,368,753,Sinop,Erfelek
25-29,275,204,479,Sinop,Erfelek
30-34,257,229,486,Sinop,Erfelek
35-39,297,249,546,Sinop,Erfelek
40-44,317,269,586,Sinop,Erfelek
45-49,294,268,562,Sinop,Erfelek
50-54,373,376,749,Sinop,Erfelek
55-59,500,447,947,Sinop,Erfelek
60-64,489,532,1021,Sinop,Erfelek
65-69,527,559,1086,Sinop,Erfelek
70-74,414,477,891,Sinop,Erfelek
75+,625,850,1475,Sinop,Erfelek
18-24,5889,4792,10681,Hakkari,Şemdinli
25-29,5015,2547,7562,Hakkari,Şemdinli
30-34,2227,1866,4093,Hakkari,Şemdinli
35-39,2210,2224,4434,Hakkari,Şemdinli
40-44,1105,1152,2257,Hakkari,Şemdinli
45-49,822,769,1591,Hakkari,Şemdinli
50-54,734,762,1496,Hakkari,Şemdinli
55-59,609,652,1261,Hakkari,Şemdinli
60-64,343,411,754,Hakkari,Şemdinli
65-69,336,351,687,Hakkari,Şemdinli
70-74,160,197,357,Hakkari,Şemdinli
75+,238,514,752,Hakkari,Şemdinli
18-24,5239,5352,10591,İzmir,Kemalpaşa
25-29,3950,3941,7891,İzmir,Kemalpaşa
30-34,4369,4295,8664,İzmir,Kemalpaşa
35-39,4748,4500,9248,İzmir,Kemalpaşa
40-44,4256,3894,8150,İzmir,Kemalpaşa
45-49,3589,3447,7036,İzmir,Kemalpaşa
50-54,3351,3144,6495,İzmir,Kemalpaşa
55-59,3089,2757,5846,İzmir,Kemalpaşa
60-64,2206,2202,4408,İzmir,Kemalpaşa
65-69,1656,1670,3326,İzmir,Kemalpaşa
70-74,1084,1201,2285,İzmir,Kemalpaşa
75+,1449,2098,3547,İzmir,Kemalpaşa
18-24,1071,1058,2129,Samsun,Kavak
25-29,633,578,1211,Samsun,Kavak
30-34,612,468,1080,Samsun,Kavak
35-39,636,600,1236,Samsun,Kavak
40-44,610,599,1209,Samsun,Kavak
45-49,646,638,1284,Samsun,Kavak
50-54,654,691,1345,Samsun,Kavak
55-59,671,684,1355,Samsun,Kavak
60-64,677,678,1355,Samsun,Kavak
65-69,575,651,1226,Samsun,Kavak
70-74,462,549,1011,Samsun,Kavak
75+,702,947,1649,Samsun,Kavak
18-24,1053,938,1991,Mardin,Ömerli
25-29,561,511,1072,Mardin,Ömerli
30-34,419,415,834,Mardin,Ömerli
35-39,397,358,755,Mardin,Ömerli
40-44,336,344,680,Mardin,Ömerli
45-49,347,321,668,Mardin,Ömerli
50-54,275,249,524,Mardin,Ömerli
55-59,231,219,450,Mardin,Ömerli
60-64,196,169,365,Mardin,Ömerli
65-69,159,193,352,Mardin,Ömerli
70-74,126,178,304,Mardin,Ömerli
75+,291,351,642,Mardin,Ömerli
18-24,270,201,471,Tokat,Başçiftlik
25-29,177,118,295,Tokat,Başçiftlik
30-34,127,93,220,Tokat,Başçiftlik
35-39,115,92,207,Tokat,Başçiftlik
40-44,141,100,241,Tokat,Başçiftlik
45-49,134,131,265,Tokat,Başçiftlik
50-54,157,193,350,Tokat,Başçiftlik
55-59,168,183,351,Tokat,Başçiftlik
60-64,185,191,376,Tokat,Başçiftlik
65-69,119,180,299,Tokat,Başçiftlik
70-74,143,153,296,Tokat,Başçiftlik
75+,208,250,458,Tokat,Başçiftlik
18-24,1927,2092,4019,Yozgat,Yerköy
25-29,1000,1104,2104,Yozgat,Yerköy
30-34,1049,1106,2155,Yozgat,Yerköy
35-39,1218,1219,2437,Yozgat,Yerköy
40-44,1112,1178,2290,Yozgat,Yerköy
45-49,1256,1191,2447,Yozgat,Yerköy
50-54,1283,1300,2583,Yozgat,Yerköy
55-59,1081,1185,2266,Yozgat,Yerköy
60-64,965,1003,1968,Yozgat,Yerköy
65-69,834,899,1733,Yozgat,Yerköy
70-74,531,693,1224,Yozgat,Yerköy
75+,717,1151,1868,Yozgat,Yerköy
18-24,203,77,280,Tunceli,Nazımiye
25-29,250,68,318,Tunceli,Nazımiye
30-34,135,73,208,Tunceli,Nazımiye
35-39,137,76,213,Tunceli,Nazımiye
40-44,106,73,179,Tunceli,Nazımiye
45-49,107,80,187,Tunceli,Nazımiye
50-54,74,71,145,Tunceli,Nazımiye
55-59,87,104,191,Tunceli,Nazımiye
60-64,134,131,265,Tunceli,Nazımiye
65-69,113,141,254,Tunceli,Nazımiye
70-74,81,97,178,Tunceli,Nazımiye
75+,194,198,392,Tunceli,Nazımiye
18-24,5108,5310,10418,Şanlıurfa,Harran
25-29,2888,2949,5837,Şanlıurfa,Harran
30-34,2372,2406,4778,Şanlıurfa,Harran
35-39,2125,2168,4293,Şanlıurfa,Harran
40-44,1477,1516,2993,Şanlıurfa,Harran
45-49,1285,1196,2481,Şanlıurfa,Harran
50-54,1118,1109,2227,Şanlıurfa,Harran
55-59,596,729,1325,Şanlıurfa,Harran
60-64,656,595,1251,Şanlıurfa,Harran
65-69,324,508,832,Şanlıurfa,Harran
70-74,225,374,599,Şanlıurfa,Harran
75+,222,479,701,Şanlıurfa,Harran
18-24,327,251,578,Tunceli,Ovacık
25-29,480,162,642,Tunceli,Ovacık
30-34,273,152,425,Tunceli,Ovacık
35-39,262,182,444,Tunceli,Ovacık
40-44,243,185,428,Tunceli,Ovacık
45-49,244,205,449,Tunceli,Ovacık
50-54,225,195,420,Tunceli,Ovacık
55-59,236,210,446,Tunceli,Ovacık
60-64,215,223,438,Tunceli,Ovacık
65-69,188,204,392,Tunceli,Ovacık
70-74,100,159,259,Tunceli,Ovacık
75+,225,260,485,Tunceli,Ovacık
18-24,590,483,1073,Konya,Güneysınır
25-29,281,264,545,Konya,Güneysınır
30-34,316,255,571,Konya,Güneysınır
35-39,262,271,533,Konya,Güneysınır
40-44,263,257,520,Konya,Güneysınır
45-49,286,290,576,Konya,Güneysınır
50-54,290,294,584,Konya,Güneysınır
55-59,261,299,560,Konya,Güneysınır
60-64,231,268,499,Konya,Güneysınır
65-69,201,232,433,Konya,Güneysınır
70-74,117,183,300,Konya,Güneysınır
75+,259,303,562,Konya,Güneysınır
18-24,3035,3055,6090,Kars,Kağızman
25-29,2064,1744,3808,Kars,Kağızman
30-34,1512,1297,2809,Kars,Kağızman
35-39,1510,1451,2961,Kars,Kağızman
40-44,1252,1140,2392,Kars,Kağızman
45-49,1065,966,2031,Kars,Kağızman
50-54,979,885,1864,Kars,Kağızman
55-59,909,779,1688,Kars,Kağızman
60-64,673,756,1429,Kars,Kağızman
65-69,441,544,985,Kars,Kağızman
70-74,433,549,982,Kars,Kağızman
75+,607,737,1344,Kars,Kağızman
18-24,1196,1215,2411,Adana,Karataş
25-29,789,716,1505,Adana,Karataş
30-34,834,678,1512,Adana,Karataş
35-39,810,749,1559,Adana,Karataş
40-44,792,710,1502,Adana,Karataş
45-49,721,677,1398,Adana,Karataş
50-54,746,664,1410,Adana,Karataş
55-59,748,603,1351,Adana,Karataş
60-64,631,567,1198,Adana,Karataş
65-69,444,446,890,Adana,Karataş
70-74,288,300,588,Adana,Karataş
75+,316,511,827,Adana,Karataş
18-24,922,976,1898,Osmaniye,Toprakkale
25-29,549,558,1107,Osmaniye,Toprakkale
30-34,637,612,1249,Osmaniye,Toprakkale
35-39,614,595,1209,Osmaniye,Toprakkale
40-44,534,511,1045,Osmaniye,Toprakkale
45-49,531,473,1004,Osmaniye,Toprakkale
50-54,450,398,848,Osmaniye,Toprakkale
55-59,380,377,757,Osmaniye,Toprakkale
60-64,317,303,620,Osmaniye,Toprakkale
65-69,205,226,431,Osmaniye,Toprakkale
70-74,118,165,283,Osmaniye,Toprakkale
75+,149,261,410,Osmaniye,Toprakkale
18-24,807,747,1554,Ordu,Çatalpınar
25-29,429,391,820,Ordu,Çatalpınar
30-34,448,384,832,Ordu,Çatalpınar
35-39,466,440,906,Ordu,Çatalpınar
40-44,485,425,910,Ordu,Çatalpınar
45-49,441,441,882,Ordu,Çatalpınar
50-54,475,441,916,Ordu,Çatalpınar
55-59,399,414,813,Ordu,Çatalpınar
60-64,335,358,693,Ordu,Çatalpınar
65-69,292,315,607,Ordu,Çatalpınar
70-74,164,257,421,Ordu,Çatalpınar
75+,204,337,541,Ordu,Çatalpınar
18-24,481,438,919,Isparta,Sütçüler
25-29,312,228,540,Isparta,Sütçüler
30-34,277,200,477,Isparta,Sütçüler
35-39,283,244,527,Isparta,Sütçüler
40-44,296,280,576,Isparta,Sütçüler
45-49,286,277,563,Isparta,Sütçüler
50-54,312,321,633,Isparta,Sütçüler
55-59,336,398,734,Isparta,Sütçüler
60-64,399,449,848,Isparta,Sütçüler
65-69,384,420,804,Isparta,Sütçüler
70-74,299,393,692,Isparta,Sütçüler
75+,585,765,1350,Isparta,Sütçüler
18-24,7931,8654,16585,Kayseri,Talas
25-29,5764,6317,12081,Kayseri,Talas
30-34,6290,6769,13059,Kayseri,Talas
35-39,6588,6709,13297,Kayseri,Talas
40-44,5529,5679,11208,Kayseri,Talas
45-49,4737,4676,9413,Kayseri,Talas
50-54,3975,3878,7853,Kayseri,Talas
55-59,3225,3286,6511,Kayseri,Talas
60-64,2501,2539,5040,Kayseri,Talas
65-69,1848,1917,3765,Kayseri,Talas
70-74,1082,1297,2379,Kayseri,Talas
75+,1120,1684,2804,Kayseri,Talas
18-24,922,1009,1931,Zonguldak,Gökçebey
25-29,630,557,1187,Zonguldak,Gökçebey
30-34,711,678,1389,Zonguldak,Gökçebey
35-39,786,757,1543,Zonguldak,Gökçebey
40-44,715,713,1428,Zonguldak,Gökçebey
45-49,733,800,1533,Zonguldak,Gökçebey
50-54,748,849,1597,Zonguldak,Gökçebey
55-59,740,838,1578,Zonguldak,Gökçebey
60-64,703,784,1487,Zonguldak,Gökçebey
65-69,597,606,1203,Zonguldak,Gökçebey
70-74,353,384,737,Zonguldak,Gökçebey
75+,422,688,1110,Zonguldak,Gökçebey
18-24,2230,2250,4480,Rize,Ardeşen
25-29,1406,1393,2799,Rize,Ardeşen
30-34,1433,1388,2821,Rize,Ardeşen
35-39,1489,1487,2976,Rize,Ardeşen
40-44,1471,1440,2911,Rize,Ardeşen
45-49,1631,1566,3197,Rize,Ardeşen
50-54,1424,1307,2731,Rize,Ardeşen
55-59,1215,1085,2300,Rize,Ardeşen
60-64,962,967,1929,Rize,Ardeşen
65-69,630,640,1270,Rize,Ardeşen
70-74,458,653,1111,Rize,Ardeşen
75+,728,1408,2136,Rize,Ardeşen
18-24,2342,2550,4892,Sakarya,Geyve
25-29,1661,1592,3253,Sakarya,Geyve
30-34,1669,1582,3251,Sakarya,Geyve
35-39,1934,1846,3780,Sakarya,Geyve
40-44,1724,1698,3422,Sakarya,Geyve
45-49,1565,1521,3086,Sakarya,Geyve
50-54,1409,1471,2880,Sakarya,Geyve
55-59,1414,1378,2792,Sakarya,Geyve
60-64,1214,1305,2519,Sakarya,Geyve
65-69,950,1028,1978,Sakarya,Geyve
70-74,632,796,1428,Sakarya,Geyve
75+,1025,1365,2390,Sakarya,Geyve
18-24,1277,1214,2491,Giresun,Şebinkarahisar
25-29,664,570,1234,Giresun,Şebinkarahisar
30-34,567,540,1107,Giresun,Şebinkarahisar
35-39,612,532,1144,Giresun,Şebinkarahisar
40-44,590,500,1090,Giresun,Şebinkarahisar
45-49,533,577,1110,Giresun,Şebinkarahisar
50-54,569,547,1116,Giresun,Şebinkarahisar
55-59,639,641,1280,Giresun,Şebinkarahisar
60-64,728,737,1465,Giresun,Şebinkarahisar
65-69,610,631,1241,Giresun,Şebinkarahisar
70-74,469,535,1004,Giresun,Şebinkarahisar
75+,689,1014,1703,Giresun,Şebinkarahisar
18-24,1659,1686,3345,Erzurum,Karaçoban
25-29,888,781,1669,Erzurum,Karaçoban
30-34,654,638,1292,Erzurum,Karaçoban
35-39,617,649,1266,Erzurum,Karaçoban
40-44,528,540,1068,Erzurum,Karaçoban
45-49,474,472,946,Erzurum,Karaçoban
50-54,415,338,753,Erzurum,Karaçoban
55-59,294,304,598,Erzurum,Karaçoban
60-64,276,315,591,Erzurum,Karaçoban
65-69,215,278,493,Erzurum,Karaçoban
70-74,143,191,334,Erzurum,Karaçoban
75+,196,294,490,Erzurum,Karaçoban
18-24,2563,2607,5170,Bitlis,Ahlat
25-29,1591,1594,3185,Bitlis,Ahlat
30-34,1344,1234,2578,Bitlis,Ahlat
35-39,1408,1289,2697,Bitlis,Ahlat
40-44,920,828,1748,Bitlis,Ahlat
45-49,935,854,1789,Bitlis,Ahlat
50-54,796,740,1536,Bitlis,Ahlat
55-59,650,587,1237,Bitlis,Ahlat
60-64,561,517,1078,Bitlis,Ahlat
65-69,340,459,799,Bitlis,Ahlat
70-74,258,292,550,Bitlis,Ahlat
75+,349,444,793,Bitlis,Ahlat
18-24,1923,1896,3819,Kırklareli,Babaeski
25-29,1640,1412,3052,Kırklareli,Babaeski
30-34,1530,1270,2800,Kırklareli,Babaeski
35-39,1723,1635,3358,Kırklareli,Babaeski
40-44,1674,1573,3247,Kırklareli,Babaeski
45-49,1576,1642,3218,Kırklareli,Babaeski
50-54,1728,1849,3577,Kırklareli,Babaeski
55-59,1909,1907,3816,Kırklareli,Babaeski
60-64,1887,1920,3807,Kırklareli,Babaeski
65-69,1413,1497,2910,Kırklareli,Babaeski
70-74,908,1015,1923,Kırklareli,Babaeski
75+,1255,1905,3160,Kırklareli,Babaeski
18-24,3800,3923,7723,Antalya,Aksu
25-29,2730,2411,5141,Antalya,Aksu
30-34,2611,2443,5054,Antalya,Aksu
35-39,2920,2670,5590,Antalya,Aksu
40-44,2691,2422,5113,Antalya,Aksu
45-49,2504,2369,4873,Antalya,Aksu
50-54,2318,2126,4444,Antalya,Aksu
55-59,1913,1826,3739,Antalya,Aksu
60-64,1403,1307,2710,Antalya,Aksu
65-69,875,944,1819,Antalya,Aksu
70-74,544,597,1141,Antalya,Aksu
75+,648,966,1614,Antalya,Aksu
18-24,2435,2575,5010,Şanlıurfa,Halfeti
25-29,1293,1497,2790,Şanlıurfa,Halfeti
30-34,1232,1312,2544,Şanlıurfa,Halfeti
35-39,1072,1163,2235,Şanlıurfa,Halfeti
40-44,879,1041,1920,Şanlıurfa,Halfeti
45-49,800,810,1610,Şanlıurfa,Halfeti
50-54,782,762,1544,Şanlıurfa,Halfeti
55-59,602,718,1320,Şanlıurfa,Halfeti
60-64,523,639,1162,Şanlıurfa,Halfeti
65-69,478,593,1071,Şanlıurfa,Halfeti
70-74,327,483,810,Şanlıurfa,Halfeti
75+,597,950,1547,Şanlıurfa,Halfeti
18-24,723,773,1496,Malatya,Pütürge
25-29,450,398,848,Malatya,Pütürge
30-34,418,366,784,Malatya,Pütürge
35-39,395,414,809,Malatya,Pütürge
40-44,334,334,668,Malatya,Pütürge
45-49,304,345,649,Malatya,Pütürge
50-54,385,367,752,Malatya,Pütürge
55-59,405,400,805,Malatya,Pütürge
60-64,458,506,964,Malatya,Pütürge
65-69,422,548,970,Malatya,Pütürge
70-74,296,501,797,Malatya,Pütürge
75+,612,927,1539,Malatya,Pütürge
18-24,6899,7102,14001,Bartın,Bartın Merkez
25-29,4791,4734,9525,Bartın,Bartın Merkez
30-34,5413,5233,10646,Bartın,Bartın Merkez
35-39,5909,5943,11852,Bartın,Bartın Merkez
40-44,5625,5627,11252,Bartın,Bartın Merkez
45-49,5119,5248,10367,Bartın,Bartın Merkez
50-54,4518,4935,9453,Bartın,Bartın Merkez
55-59,4404,4852,9256,Bartın,Bartın Merkez
60-64,4057,4338,8395,Bartın,Bartın Merkez
65-69,3212,3391,6603,Bartın,Bartın Merkez
70-74,2121,2401,4522,Bartın,Bartın Merkez
75+,2654,3805,6459,Bartın,Bartın Merkez
18-24,7204,7430,14634,Muğla,Fethiye
25-29,5011,5151,10162,Muğla,Fethiye
30-34,5812,5776,11588,Muğla,Fethiye
35-39,6473,6632,13105,Muğla,Fethiye
40-44,6489,6408,12897,Muğla,Fethiye
45-49,6051,5794,11845,Muğla,Fethiye
50-54,5418,5123,10541,Muğla,Fethiye
55-59,4509,4300,8809,Muğla,Fethiye
60-64,3557,3338,6895,Muğla,Fethiye
65-69,2468,2499,4967,Muğla,Fethiye
70-74,1591,1748,3339,Muğla,Fethiye
75+,2255,2997,5252,Muğla,Fethiye
18-24,1478,1853,3331,Trabzon,Arsin
25-29,1043,1043,2086,Trabzon,Arsin
30-34,1040,893,1933,Trabzon,Arsin
35-39,958,900,1858,Trabzon,Arsin
40-44,868,775,1643,Trabzon,Arsin
45-49,844,825,1669,Trabzon,Arsin
50-54,963,927,1890,Trabzon,Arsin
55-59,889,831,1720,Trabzon,Arsin
60-64,766,795,1561,Trabzon,Arsin
65-69,515,555,1070,Trabzon,Arsin
70-74,346,439,785,Trabzon,Arsin
75+,529,963,1492,Trabzon,Arsin
18-24,1759,1695,3454,Mardin,Savur
25-29,868,837,1705,Mardin,Savur
30-34,729,723,1452,Mardin,Savur
35-39,784,811,1595,Mardin,Savur
40-44,636,699,1335,Mardin,Savur
45-49,695,619,1314,Mardin,Savur
50-54,512,487,999,Mardin,Savur
55-59,369,384,753,Mardin,Savur
60-64,321,379,700,Mardin,Savur
65-69,296,420,716,Mardin,Savur
70-74,231,311,542,Mardin,Savur
75+,535,744,1279,Mardin,Savur
18-24,1236,1224,2460,Çanakkale,Yenice
25-29,783,717,1500,Çanakkale,Yenice
30-34,888,840,1728,Çanakkale,Yenice
35-39,1024,962,1986,Çanakkale,Yenice
40-44,1033,930,1963,Çanakkale,Yenice
45-49,1148,1163,2311,Çanakkale,Yenice
50-54,1290,1239,2529,Çanakkale,Yenice
55-59,1284,1305,2589,Çanakkale,Yenice
60-64,1242,1325,2567,Çanakkale,Yenice
65-69,1048,1149,2197,Çanakkale,Yenice
70-74,702,857,1559,Çanakkale,Yenice
75+,1194,1777,2971,Çanakkale,Yenice
18-24,10411,11271,21682,Manisa,Yunusemre
25-29,8769,8915,17684,Manisa,Yunusemre
30-34,10060,10004,20064,Manisa,Yunusemre
35-39,10705,10398,21103,Manisa,Yunusemre
40-44,8794,8413,17207,Manisa,Yunusemre
45-49,7306,6913,14219,Manisa,Yunusemre
50-54,6301,6132,12433,Manisa,Yunusemre
55-59,5445,5454,10899,Manisa,Yunusemre
60-64,4393,4525,8918,Manisa,Yunusemre
65-69,3108,3233,6341,Manisa,Yunusemre
70-74,1857,2161,4018,Manisa,Yunusemre
75+,2082,3072,5154,Manisa,Yunusemre
18-24,157,179,336,Yozgat,Çandır
25-29,101,95,196,Yozgat,Çandır
30-34,126,94,220,Yozgat,Çandır
35-39,131,124,255,Yozgat,Çandır
40-44,127,108,235,Yozgat,Çandır
45-49,113,111,224,Yozgat,Çandır
50-54,140,133,273,Yozgat,Çandır
55-59,145,162,307,Yozgat,Çandır
60-64,164,183,347,Yozgat,Çandır
65-69,145,173,318,Yozgat,Çandır
70-74,121,133,254,Yozgat,Çandır
75+,160,261,421,Yozgat,Çandır
18-24,8419,8174,16593,İstanbul,Silivri
25-29,6756,6188,12944,İstanbul,Silivri
30-34,7120,6460,13580,İstanbul,Silivri
35-39,7487,6682,14169,İstanbul,Silivri
40-44,6461,5887,12348,İstanbul,Silivri
45-49,5556,5420,10976,İstanbul,Silivri
50-54,5038,4812,9850,İstanbul,Silivri
55-59,4472,4307,8779,İstanbul,Silivri
60-64,3591,3682,7273,İstanbul,Silivri
65-69,2720,2804,5524,İstanbul,Silivri
70-74,1724,2081,3805,İstanbul,Silivri
75+,2304,2850,5154,İstanbul,Silivri
18-24,1111,1155,2266,Çanakkale,Lapseki
25-29,812,748,1560,Çanakkale,Lapseki
30-34,831,742,1573,Çanakkale,Lapseki
35-39,929,886,1815,Çanakkale,Lapseki
40-44,965,813,1778,Çanakkale,Lapseki
45-49,893,917,1810,Çanakkale,Lapseki
50-54,884,980,1864,Çanakkale,Lapseki
55-59,961,986,1947,Çanakkale,Lapseki
60-64,908,1014,1922,Çanakkale,Lapseki
65-69,839,858,1697,Çanakkale,Lapseki
70-74,648,696,1344,Çanakkale,Lapseki
75+,815,1151,1966,Çanakkale,Lapseki
18-24,6725,6668,13393,Sakarya,Serdivan
25-29,5110,5258,10368,Sakarya,Serdivan
