age,male,female,all,city,district,Sandık sayısı,Kayıtlı seçmen sayısı,Oy kullanan seçmen sayısı,Geçerli oy sayısı,AK PARTİ,MHP,HÜDA PAR,VATAN PARTİSİ,HDP,CHP,SAADET PARTİSİ,İYİ PARTİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,BĞMZ
55-59,6568,6794,13362,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
60-64,5357,5361,10718,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
65-69,3760,3958,7718,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
70-74,2226,2558,4784,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
75+,2887,4136,7023,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
18-24,744,776,1520,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
25-29,418,357,775,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
30-34,403,364,767,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
35-39,441,410,851,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
40-44,426,390,816,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
45-49,503,442,945,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
50-54,542,503,1045,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
55-59,515,496,1011,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
60-64,595,619,1214,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
65-69,467,525,992,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
70-74,286,388,674,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
75+,565,861,1426,Giresun,Yağlıdere,48.0,12036.0,10402.0,10053.0,6751.0,1073.0,46.0,59.0,52.0,701.0,116.0,1084.0,151.0,20.0,0.0
18-24,3246,3572,6818,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
25-29,2118,2254,4372,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
30-34,2218,2286,4504,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
35-39,2121,2128,4249,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
40-44,1874,1796,3670,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
45-49,1601,1498,3099,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
50-54,1370,1412,2782,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
55-59,1123,1223,2346,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
60-64,993,1112,2105,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
65-69,759,802,1561,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
70-74,553,660,1213,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
75+,653,897,1550,Erzurum,Aziziye,150.0,38269.0,34666.0,34228.0,20540.0,7811.0,33.0,30.0,630.0,939.0,612.0,3092.0,510.0,31.0,0.0
18-24,1613,1788,3401,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
25-29,1115,1120,2235,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
30-34,1123,1031,2154,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
35-39,1025,989,2014,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
40-44,1005,910,1915,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
45-49,891,863,1754,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
50-54,871,933,1804,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
55-59,737,869,1606,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
60-64,698,745,1443,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
65-69,568,684,1252,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
70-74,462,553,1015,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
75+,867,935,1802,Erzurum,Oltu,123.0,22395.0,19698.0,19356.0,11824.0,4021.0,41.0,47.0,353.0,855.0,511.0,1323.0,362.0,19.0,0.0
18-24,3556,3705,7261,Van,Başkale,,,,,,,,,,,,,,,
25-29,2341,2064,4405,Van,Başkale,,,,,,,,,,,,,,,
30-34,1518,1414,2932,Van,Başkale,,,,,,,,,,,,,,,
35-39,1603,1721,3324,Van,Başkale,,,,,,,,,,,,,,,
40-44,1160,1047,2207,Van,Başkale,,,,,,,,,,,,,,,
45-49,977,736,1713,Van,Başkale,,,,,,,,,,,,,,,
50-54,940,820,1760,Van,Başkale,,,,,,,,,,,,,,,
55-59,673,618,1291,Van,Başkale,,,,,,,,,,,,,,,
60-64,488,535,1023,Van,Başkale,,,,,,,,,,,,,,,
65-69,317,407,724,Van,Başkale,,,,,,,,,,,,,,,
70-74,203,282,485,Van,Başkale,,,,,,,,,,,,,,,
75+,240,384,624,Van,Başkale,,,,,,,,,,,,,,,
18-24,3311,3030,6341,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
25-29,2578,1625,4203,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
30-34,1239,983,2222,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
35-39,1445,1202,2647,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
40-44,918,940,1858,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
45-49,692,656,1348,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
50-54,601,628,1229,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
55-59,434,411,845,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
60-64,269,449,718,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
65-69,281,334,615,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
70-74,207,230,437,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
75+,217,477,694,Şırnak,Uludere,75.0,23157.0,18864.0,18434.0,3479.0,818.0,45.0,36.0,12896.0,757.0,62.0,297.0,35.0,8.0,1.0
18-24,1566,1619,3185,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
25-29,909,732,1641,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
30-34,612,506,1118,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
35-39,626,619,1245,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
40-44,442,383,825,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
45-49,478,351,829,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
50-54,487,324,811,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
55-59,326,282,608,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
60-64,203,258,461,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
65-69,152,206,358,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
70-74,116,169,285,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
75+,114,182,296,Van,Çatak,48.0,11662.0,9949.0,9450.0,2814.0,211.0,44.0,32.0,5847.0,225.0,123.0,118.0,20.0,12.0,4.0
18-24,4639,4657,9296,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
25-29,2596,2464,5060,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
30-34,1992,1767,3759,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
35-39,1742,1680,3422,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
40-44,1381,1361,2742,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
45-49,1129,1040,2169,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
50-54,1020,972,1992,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
55-59,820,838,1658,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
60-64,692,666,1358,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
65-69,401,573,974,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
70-74,281,374,655,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
75+,458,680,1138,Siirt,Kurtalan,116.0,34223.0,27746.0,26855.0,6758.0,508.0,231.0,33.0,18523.0,369.0,191.0,172.0,63.0,7.0,0.0
18-24,17896,19497,37393,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
25-29,12209,12284,24493,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
30-34,12960,12568,25528,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
35-39,12310,11928,24238,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
40-44,10085,9954,20039,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
45-49,8951,8951,17902,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
50-54,7713,7653,15366,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
55-59,6181,6457,12638,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
60-64,4734,5079,9813,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
65-69,3562,4176,7738,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
70-74,2192,2867,5059,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
75+,2687,3947,6634,Konya,Karatay,595.0,206841.0,188205.0,184689.0,128145.0,26728.0,839.0,141.0,5914.0,7166.0,4761.0,8697.0,2015.0,158.0,125.0
18-24,9001,8702,17703,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
25-29,5064,4596,9660,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
30-34,4506,4085,8591,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
35-39,3918,3903,7821,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
40-44,3187,3221,6408,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
45-49,2704,2763,5467,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
50-54,2416,2065,4481,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
55-59,1805,1901,3706,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
60-64,1533,1696,3229,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
65-69,1266,1472,2738,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
70-74,838,1137,1975,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
75+,1399,1783,3182,Adıyaman,Kahta,290.0,74961.0,62538.0,60785.0,40651.0,3304.0,2301.0,123.0,9707.0,1780.0,1377.0,1195.0,316.0,31.0,0.0
18-24,125,111,236,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
25-29,104,75,179,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
30-34,79,67,146,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
35-39,100,75,175,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
40-44,83,85,168,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
45-49,131,120,251,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
50-54,154,136,290,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
55-59,200,179,379,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
60-64,172,190,362,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
65-69,162,145,307,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
70-74,96,131,227,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
75+,194,275,469,Kırklareli,Pehlivanköy,13.0,3189.0,2867.0,2778.0,737.0,110.0,4.0,13.0,25.0,1254.0,14.0,599.0,10.0,11.0,1.0
18-24,22419,24028,46447,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
25-29,13903,15523,29426,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
30-34,15420,16661,32081,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
35-39,16955,16763,33718,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
40-44,14157,13337,27494,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
45-49,11702,11239,22941,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
50-54,9571,8977,18548,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
55-59,8301,7580,15881,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
60-64,6581,6032,12613,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
65-69,4475,4483,8958,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
70-74,3067,3024,6091,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
75+,3760,4726,8486,Kahramanmaraş,Onikişubat,774.0,262684.0,240607.0,237365.0,150620.0,38032.0,492.0,355.0,2608.0,12803.0,3981.0,25555.0,2586.0,333.0,0.0
18-24,16011,16775,32786,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
25-29,10775,11456,22231,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
30-34,11794,12042,23836,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
35-39,13131,14035,27166,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
40-44,12149,12675,24824,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
45-49,10887,11656,22543,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
50-54,10315,11243,21558,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
55-59,9102,9799,18901,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
60-64,7568,8042,15610,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
65-69,5386,6183,11569,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
70-74,3447,4363,7810,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
75+,4417,7395,11812,Samsun,İlkadım,673.0,240646.0,211329.0,207135.0,91139.0,35306.0,202.0,340.0,3650.0,44741.0,3321.0,25066.0,2654.0,620.0,96.0
18-24,221,199,420,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
25-29,125,113,238,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
30-34,109,79,188,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
35-39,116,143,259,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
40-44,140,141,281,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
45-49,173,179,352,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
50-54,203,184,387,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
55-59,215,252,467,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
60-64,190,236,426,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
65-69,181,229,410,Burdur,Çeltikçi,16.0,4383.0,4002.0,3796.0,1948.0,540.0,25.0,20.0,11.0,519.0,38.0,643.0,40.0,12.0,0.0
